midi_s3_key,token_s3_key,artist,title
clean_midi/lakh_midi_clean/2_Unlimited/Maximum_Overdrive.1.mid,processed/remi_tokens/Maximum_Overdrive.1.npy,2 Unlimited,Maximum Overdrive.1
clean_midi/lakh_midi_clean/2_Unlimited/Maximum_Overdrive.mid,processed/remi_tokens/Maximum_Overdrive.npy,2 Unlimited,Maximum Overdrive
clean_midi/lakh_midi_clean/2_Unlimited/No_Limit.1.mid,processed/remi_tokens/No_Limit.1.npy,2 Unlimited,No Limit.1
clean_midi/lakh_midi_clean/2_Unlimited/No_Limit.2.mid,processed/remi_tokens/No_Limit.2.npy,2 Unlimited,No Limit.2
clean_midi/lakh_midi_clean/2_Unlimited/No_Limit.mid,processed/remi_tokens/No_Limit.npy,2 Unlimited,No Limit
clean_midi/lakh_midi_clean/2_Unlimited/No_Limit_extended_.mid,processed/remi_tokens/No_Limit_extended_.npy,2 Unlimited,No Limit extended 
clean_midi/lakh_midi_clean/2_Unlimited/No_Limits.mid,processed/remi_tokens/No_Limits.npy,2 Unlimited,No Limits
clean_midi/lakh_midi_clean/2_Unlimited/No_One.1.mid,processed/remi_tokens/No_One.1.npy,2 Unlimited,No One.1
clean_midi/lakh_midi_clean/2_Unlimited/No_One.mid,processed/remi_tokens/No_One.npy,2 Unlimited,No One
clean_midi/lakh_midi_clean/2_Unlimited/The_Real_Thing.1.mid,processed/remi_tokens/The_Real_Thing.1.npy,2 Unlimited,The Real Thing.1
clean_midi/lakh_midi_clean/2_Unlimited/The_Real_Thing.2.mid,processed/remi_tokens/The_Real_Thing.2.npy,2 Unlimited,The Real Thing.2
clean_midi/lakh_midi_clean/2_Unlimited/The_Real_Thing.mid,processed/remi_tokens/The_Real_Thing.npy,2 Unlimited,The Real Thing
clean_midi/lakh_midi_clean/2_Unlimited/Tribal_Dance_edit_.1.mid,processed/remi_tokens/Tribal_Dance_edit_.1.npy,2 Unlimited,Tribal Dance edit .1
clean_midi/lakh_midi_clean/2_Unlimited/Tribal_Dance_edit_.2.mid,processed/remi_tokens/Tribal_Dance_edit_.2.npy,2 Unlimited,Tribal Dance edit .2
clean_midi/lakh_midi_clean/2_Unlimited/Tribal_Dance_edit_.mid,processed/remi_tokens/Tribal_Dance_edit_.npy,2 Unlimited,Tribal Dance edit 
clean_midi/lakh_midi_clean/2_Unlimited/Twilight_Zone.1.mid,processed/remi_tokens/Twilight_Zone.1.npy,2 Unlimited,Twilight Zone.1
clean_midi/lakh_midi_clean/2_Unlimited/Twilight_Zone.2.mid,processed/remi_tokens/Twilight_Zone.2.npy,2 Unlimited,Twilight Zone.2
clean_midi/lakh_midi_clean/2_Unlimited/Twilight_Zone.3.mid,processed/remi_tokens/Twilight_Zone.3.npy,2 Unlimited,Twilight Zone.3
clean_midi/lakh_midi_clean/2_Unlimited/Twilight_Zone.mid,processed/remi_tokens/Twilight_Zone.npy,2 Unlimited,Twilight Zone
clean_midi/lakh_midi_clean/2_Unlimited/Workaholic.1.mid,processed/remi_tokens/Workaholic.1.npy,2 Unlimited,Workaholic.1
clean_midi/lakh_midi_clean/2_Unlimited/Workaholic.mid,processed/remi_tokens/Workaholic.npy,2 Unlimited,Workaholic
clean_midi/lakh_midi_clean/2_the_Core/Have_a_Nice_Day.mid,processed/remi_tokens/Have_a_Nice_Day.npy,2 the Core,Have a Nice Day
clean_midi/lakh_midi_clean/311/All_Mixed_Up.1.mid,processed/remi_tokens/All_Mixed_Up.1.npy,311,All Mixed Up.1
clean_midi/lakh_midi_clean/311/All_Mixed_Up.mid,processed/remi_tokens/All_Mixed_Up.npy,311,All Mixed Up
clean_midi/lakh_midi_clean/311/Down.mid,processed/remi_tokens/Down.npy,311,Down
clean_midi/lakh_midi_clean/311/T_P_Combo.mid,processed/remi_tokens/T_P_Combo.npy,311,T P Combo
clean_midi/lakh_midi_clean/3T/I_Need_You.mid,processed/remi_tokens/I_Need_You.npy,3T,I Need You
clean_midi/lakh_midi_clean/4_Non_Blondes/Whats_Up.1.mid,processed/remi_tokens/Whats_Up.1.npy,4 Non Blondes,Whats Up.1
clean_midi/lakh_midi_clean/4_Non_Blondes/Whats_Up.2.mid,processed/remi_tokens/Whats_Up.2.npy,4 Non Blondes,Whats Up.2
clean_midi/lakh_midi_clean/4_Non_Blondes/Whats_Up.3.mid,processed/remi_tokens/Whats_Up.3.npy,4 Non Blondes,Whats Up.3
clean_midi/lakh_midi_clean/4_Non_Blondes/Whats_Up.4.mid,processed/remi_tokens/Whats_Up.4.npy,4 Non Blondes,Whats Up.4
clean_midi/lakh_midi_clean/4_Non_Blondes/Whats_Up.mid,processed/remi_tokens/Whats_Up.npy,4 Non Blondes,Whats Up
clean_midi/lakh_midi_clean/702/Where_My_Girls_At.mid,processed/remi_tokens/Where_My_Girls_At.npy,702,Where My Girls At
clean_midi/lakh_midi_clean/808_State/Pacific_202.mid,processed/remi_tokens/Pacific_202.npy,808 State,Pacific 202
clean_midi/lakh_midi_clean/883/Andra_tutto_bene_58_.1.mid,processed/remi_tokens/Andra_tutto_bene_58_.1.npy,883,Andra tutto bene 58 .1
clean_midi/lakh_midi_clean/883/Andra_tutto_bene_58_.mid,processed/remi_tokens/Andra_tutto_bene_58_.npy,883,Andra tutto bene 58 
clean_midi/lakh_midi_clean/883/Chiuditi_nel_cesso.1.mid,processed/remi_tokens/Chiuditi_nel_cesso.1.npy,883,Chiuditi nel cesso.1
clean_midi/lakh_midi_clean/883/Chiuditi_nel_cesso.mid,processed/remi_tokens/Chiuditi_nel_cesso.npy,883,Chiuditi nel cesso
clean_midi/lakh_midi_clean/883/Come_mai_feat._Fiorello_.1.mid,processed/remi_tokens/Come_mai_feat._Fiorello_.1.npy,883,Come mai feat. Fiorello .1
clean_midi/lakh_midi_clean/883/Come_mai_feat._Fiorello_.2.mid,processed/remi_tokens/Come_mai_feat._Fiorello_.2.npy,883,Come mai feat. Fiorello .2
clean_midi/lakh_midi_clean/883/Come_mai_feat._Fiorello_.mid,processed/remi_tokens/Come_mai_feat._Fiorello_.npy,883,Come mai feat. Fiorello 
clean_midi/lakh_midi_clean/883/Con_un_deca.1.mid,processed/remi_tokens/Con_un_deca.1.npy,883,Con un deca.1
clean_midi/lakh_midi_clean/883/Con_un_deca.mid,processed/remi_tokens/Con_un_deca.npy,883,Con un deca
clean_midi/lakh_midi_clean/883/Cumuni.mid,processed/remi_tokens/Cumuni.npy,883,Cumuni
clean_midi/lakh_midi_clean/883/Dimmi_perche_remix_.mid,processed/remi_tokens/Dimmi_perche_remix_.npy,883,Dimmi perche remix 
clean_midi/lakh_midi_clean/883/Gli_anni_96_.1.mid,processed/remi_tokens/Gli_anni_96_.1.npy,883,Gli anni 96 .1
clean_midi/lakh_midi_clean/883/Gli_anni_96_.mid,processed/remi_tokens/Gli_anni_96_.npy,883,Gli anni 96 
clean_midi/lakh_midi_clean/883/Grazie_mille.1.mid,processed/remi_tokens/Grazie_mille.1.npy,883,Grazie mille.1
clean_midi/lakh_midi_clean/883/Grazie_mille.mid,processed/remi_tokens/Grazie_mille.npy,883,Grazie mille
clean_midi/lakh_midi_clean/883/Hanno_ucciso_luomo_ragno.1.mid,processed/remi_tokens/Hanno_ucciso_luomo_ragno.1.npy,883,Hanno ucciso luomo ragno.1
clean_midi/lakh_midi_clean/883/Hanno_ucciso_luomo_ragno.2.mid,processed/remi_tokens/Hanno_ucciso_luomo_ragno.2.npy,883,Hanno ucciso luomo ragno.2
clean_midi/lakh_midi_clean/883/Hanno_ucciso_luomo_ragno.mid,processed/remi_tokens/Hanno_ucciso_luomo_ragno.npy,883,Hanno ucciso luomo ragno
clean_midi/lakh_midi_clean/883/Innamorare_tanto.mid,processed/remi_tokens/Innamorare_tanto.npy,883,Innamorare tanto
clean_midi/lakh_midi_clean/883/Io_ci_saro.1.mid,processed/remi_tokens/Io_ci_saro.1.npy,883,Io ci saro.1
clean_midi/lakh_midi_clean/883/Io_ci_saro.mid,processed/remi_tokens/Io_ci_saro.npy,883,Io ci saro
clean_midi/lakh_midi_clean/883/La_dura_legge_del_gol.mid,processed/remi_tokens/La_dura_legge_del_gol.npy,883,La dura legge del gol
clean_midi/lakh_midi_clean/883/La_regola_dellamico.mid,processed/remi_tokens/La_regola_dellamico.npy,883,La regola dellamico
clean_midi/lakh_midi_clean/883/Le_luci_di_Natale.mid,processed/remi_tokens/Le_luci_di_Natale.npy,883,Le luci di Natale
clean_midi/lakh_midi_clean/883/Nella_notte.1.mid,processed/remi_tokens/Nella_notte.1.npy,883,Nella notte.1
clean_midi/lakh_midi_clean/883/Nella_notte.2.mid,processed/remi_tokens/Nella_notte.2.npy,883,Nella notte.2
clean_midi/lakh_midi_clean/883/Nella_notte.mid,processed/remi_tokens/Nella_notte.npy,883,Nella notte
clean_midi/lakh_midi_clean/883/Nella_notte_Molella_remix_.mid,processed/remi_tokens/Nella_notte_Molella_remix_.npy,883,Nella notte Molella remix 
clean_midi/lakh_midi_clean/883/Nessun_rimpianto.1.mid,processed/remi_tokens/Nessun_rimpianto.1.npy,883,Nessun rimpianto.1
clean_midi/lakh_midi_clean/883/Nessun_rimpianto.mid,processed/remi_tokens/Nessun_rimpianto.npy,883,Nessun rimpianto
clean_midi/lakh_midi_clean/883/Non_mi_arrendo.1.mid,processed/remi_tokens/Non_mi_arrendo.1.npy,883,Non mi arrendo.1
clean_midi/lakh_midi_clean/883/Non_mi_arrendo.mid,processed/remi_tokens/Non_mi_arrendo.npy,883,Non mi arrendo
clean_midi/lakh_midi_clean/883/Non_ti_passa_piu.mid,processed/remi_tokens/Non_ti_passa_piu.npy,883,Non ti passa piu
clean_midi/lakh_midi_clean/883/Nord_Sud_Ovest_Est.1.mid,processed/remi_tokens/Nord_Sud_Ovest_Est.1.npy,883,Nord Sud Ovest Est.1
clean_midi/lakh_midi_clean/883/Nord_Sud_Ovest_Est.2.mid,processed/remi_tokens/Nord_Sud_Ovest_Est.2.npy,883,Nord Sud Ovest Est.2
clean_midi/lakh_midi_clean/883/Nord_Sud_Ovest_Est.3.mid,processed/remi_tokens/Nord_Sud_Ovest_Est.3.npy,883,Nord Sud Ovest Est.3
clean_midi/lakh_midi_clean/883/Nord_Sud_Ovest_Est.4.mid,processed/remi_tokens/Nord_Sud_Ovest_Est.4.npy,883,Nord Sud Ovest Est.4
clean_midi/lakh_midi_clean/883/Nord_Sud_Ovest_Est.mid,processed/remi_tokens/Nord_Sud_Ovest_Est.npy,883,Nord Sud Ovest Est
clean_midi/lakh_midi_clean/883/Rotta_x_casa_di_Dio.mid,processed/remi_tokens/Rotta_x_casa_di_Dio.npy,883,Rotta x casa di Dio
clean_midi/lakh_midi_clean/883/Se_tornerai.1.mid,processed/remi_tokens/Se_tornerai.1.npy,883,Se tornerai.1
clean_midi/lakh_midi_clean/883/Se_tornerai.2.mid,processed/remi_tokens/Se_tornerai.2.npy,883,Se tornerai.2
clean_midi/lakh_midi_clean/883/Se_tornerai.mid,processed/remi_tokens/Se_tornerai.npy,883,Se tornerai
clean_midi/lakh_midi_clean/883/Sei_un_mito.1.mid,processed/remi_tokens/Sei_un_mito.1.npy,883,Sei un mito.1
clean_midi/lakh_midi_clean/883/Sei_un_mito.2.mid,processed/remi_tokens/Sei_un_mito.2.npy,883,Sei un mito.2
clean_midi/lakh_midi_clean/883/Sei_un_mito.3.mid,processed/remi_tokens/Sei_un_mito.3.npy,883,Sei un mito.3
clean_midi/lakh_midi_clean/883/Sei_un_mito.mid,processed/remi_tokens/Sei_un_mito.npy,883,Sei un mito
clean_midi/lakh_midi_clean/883/Senza_averti_qui.1.mid,processed/remi_tokens/Senza_averti_qui.1.npy,883,Senza averti qui.1
clean_midi/lakh_midi_clean/883/Senza_averti_qui.2.mid,processed/remi_tokens/Senza_averti_qui.2.npy,883,Senza averti qui.2
clean_midi/lakh_midi_clean/883/Senza_averti_qui.mid,processed/remi_tokens/Senza_averti_qui.npy,883,Senza averti qui
clean_midi/lakh_midi_clean/883/Ti_sento_vivere.mid,processed/remi_tokens/Ti_sento_vivere.npy,883,Ti sento vivere
clean_midi/lakh_midi_clean/883/Tieni_il_tempo.1.mid,processed/remi_tokens/Tieni_il_tempo.1.npy,883,Tieni il tempo.1
clean_midi/lakh_midi_clean/883/Tieni_il_tempo.2.mid,processed/remi_tokens/Tieni_il_tempo.2.npy,883,Tieni il tempo.2
clean_midi/lakh_midi_clean/883/Tieni_il_tempo.mid,processed/remi_tokens/Tieni_il_tempo.npy,883,Tieni il tempo
clean_midi/lakh_midi_clean/883/Tutto_cio_che_ho.mid,processed/remi_tokens/Tutto_cio_che_ho.npy,883,Tutto cio che ho
clean_midi/lakh_midi_clean/883/Un_giorno_cosi.1.mid,processed/remi_tokens/Un_giorno_cosi.1.npy,883,Un giorno cosi.1
clean_midi/lakh_midi_clean/883/Un_giorno_cosi.mid,processed/remi_tokens/Un_giorno_cosi.npy,883,Un giorno cosi
clean_midi/lakh_midi_clean/883/Una_canzone_damore.1.mid,processed/remi_tokens/Una_canzone_damore.1.npy,883,Una canzone damore.1
clean_midi/lakh_midi_clean/883/Una_canzone_damore.2.mid,processed/remi_tokens/Una_canzone_damore.2.npy,883,Una canzone damore.2
clean_midi/lakh_midi_clean/883/Una_canzone_damore.mid,processed/remi_tokens/Una_canzone_damore.npy,883,Una canzone damore
clean_midi/lakh_midi_clean/883/Viaggio_al_centro_del_mondo.mid,processed/remi_tokens/Viaggio_al_centro_del_mondo.npy,883,Viaggio al centro del mondo
clean_midi/lakh_midi_clean/911/The_Day_We_Find_Love.mid,processed/remi_tokens/The_Day_We_Find_Love.npy,911,The Day We Find Love
clean_midi/lakh_midi_clean/98_Degrees/I_Do.mid,processed/remi_tokens/I_Do.npy,98 Degrees,I Do
clean_midi/lakh_midi_clean/98_Degrees/Shes_Out_of_My_Life.mid,processed/remi_tokens/Shes_Out_of_My_Life.npy,98 Degrees,Shes Out of My Life
clean_midi/lakh_midi_clean/98_Degrees/The_Hardest_Thing.mid,processed/remi_tokens/The_Hardest_Thing.npy,98 Degrees,The Hardest Thing
"clean_midi/lakh_midi_clean/ABBA/Andante,_Andante.mid","processed/remi_tokens/Andante,_Andante.npy",ABBA,"Andante, Andante"
clean_midi/lakh_midi_clean/ABBA/Angeleyes.mid,processed/remi_tokens/Angeleyes.npy,ABBA,Angeleyes
"clean_midi/lakh_midi_clean/ABBA/Another_Town,_Another_Train.mid","processed/remi_tokens/Another_Town,_Another_Train.npy",ABBA,"Another Town, Another Train"
clean_midi/lakh_midi_clean/ABBA/Chiquitita.1.mid,processed/remi_tokens/Chiquitita.1.npy,ABBA,Chiquitita.1
clean_midi/lakh_midi_clean/ABBA/Chiquitita.2.mid,processed/remi_tokens/Chiquitita.2.npy,ABBA,Chiquitita.2
clean_midi/lakh_midi_clean/ABBA/Chiquitita.3.mid,processed/remi_tokens/Chiquitita.3.npy,ABBA,Chiquitita.3
clean_midi/lakh_midi_clean/ABBA/Chiquitita.4.mid,processed/remi_tokens/Chiquitita.4.npy,ABBA,Chiquitita.4
clean_midi/lakh_midi_clean/ABBA/Chiquitita.mid,processed/remi_tokens/Chiquitita.npy,ABBA,Chiquitita
clean_midi/lakh_midi_clean/ABBA/Dance_While_the_Music_Still_Goes_on_.1.mid,processed/remi_tokens/Dance_While_the_Music_Still_Goes_on_.1.npy,ABBA,Dance While the Music Still Goes on .1
clean_midi/lakh_midi_clean/ABBA/Dance_While_the_Music_Still_Goes_on_.2.mid,processed/remi_tokens/Dance_While_the_Music_Still_Goes_on_.2.npy,ABBA,Dance While the Music Still Goes on .2
clean_midi/lakh_midi_clean/ABBA/Dance_While_the_Music_Still_Goes_on_.3.mid,processed/remi_tokens/Dance_While_the_Music_Still_Goes_on_.3.npy,ABBA,Dance While the Music Still Goes on .3
clean_midi/lakh_midi_clean/ABBA/Dance_While_the_Music_Still_Goes_on_.mid,processed/remi_tokens/Dance_While_the_Music_Still_Goes_on_.npy,ABBA,Dance While the Music Still Goes on 
clean_midi/lakh_midi_clean/ABBA/Dancing_Queen.1.mid,processed/remi_tokens/Dancing_Queen.1.npy,ABBA,Dancing Queen.1
clean_midi/lakh_midi_clean/ABBA/Dancing_Queen.10.mid,processed/remi_tokens/Dancing_Queen.10.npy,ABBA,Dancing Queen.10
clean_midi/lakh_midi_clean/ABBA/Dancing_Queen.11.mid,processed/remi_tokens/Dancing_Queen.11.npy,ABBA,Dancing Queen.11
clean_midi/lakh_midi_clean/ABBA/Dancing_Queen.12.mid,processed/remi_tokens/Dancing_Queen.12.npy,ABBA,Dancing Queen.12
clean_midi/lakh_midi_clean/ABBA/Dancing_Queen.2.mid,processed/remi_tokens/Dancing_Queen.2.npy,ABBA,Dancing Queen.2
clean_midi/lakh_midi_clean/ABBA/Dancing_Queen.3.mid,processed/remi_tokens/Dancing_Queen.3.npy,ABBA,Dancing Queen.3
clean_midi/lakh_midi_clean/ABBA/Dancing_Queen.4.mid,processed/remi_tokens/Dancing_Queen.4.npy,ABBA,Dancing Queen.4
clean_midi/lakh_midi_clean/ABBA/Dancing_Queen.5.mid,processed/remi_tokens/Dancing_Queen.5.npy,ABBA,Dancing Queen.5
clean_midi/lakh_midi_clean/ABBA/Dancing_Queen.6.mid,processed/remi_tokens/Dancing_Queen.6.npy,ABBA,Dancing Queen.6
clean_midi/lakh_midi_clean/ABBA/Dancing_Queen.7.mid,processed/remi_tokens/Dancing_Queen.7.npy,ABBA,Dancing Queen.7
clean_midi/lakh_midi_clean/ABBA/Dancing_Queen.8.mid,processed/remi_tokens/Dancing_Queen.8.npy,ABBA,Dancing Queen.8
clean_midi/lakh_midi_clean/ABBA/Dancing_Queen.9.mid,processed/remi_tokens/Dancing_Queen.9.npy,ABBA,Dancing Queen.9
clean_midi/lakh_midi_clean/ABBA/Dancing_Queen.mid,processed/remi_tokens/Dancing_Queen.npy,ABBA,Dancing Queen
clean_midi/lakh_midi_clean/ABBA/Does_Your_Mother_Know.1.mid,processed/remi_tokens/Does_Your_Mother_Know.1.npy,ABBA,Does Your Mother Know.1
clean_midi/lakh_midi_clean/ABBA/Does_Your_Mother_Know.2.mid,processed/remi_tokens/Does_Your_Mother_Know.2.npy,ABBA,Does Your Mother Know.2
clean_midi/lakh_midi_clean/ABBA/Does_Your_Mother_Know.3.mid,processed/remi_tokens/Does_Your_Mother_Know.3.npy,ABBA,Does Your Mother Know.3
clean_midi/lakh_midi_clean/ABBA/Does_Your_Mother_Know.4.mid,processed/remi_tokens/Does_Your_Mother_Know.4.npy,ABBA,Does Your Mother Know.4
clean_midi/lakh_midi_clean/ABBA/Does_Your_Mother_Know.mid,processed/remi_tokens/Does_Your_Mother_Know.npy,ABBA,Does Your Mother Know
clean_midi/lakh_midi_clean/ABBA/Eagle.mid,processed/remi_tokens/Eagle.npy,ABBA,Eagle
clean_midi/lakh_midi_clean/ABBA/Fernando.1.mid,processed/remi_tokens/Fernando.1.npy,ABBA,Fernando.1
clean_midi/lakh_midi_clean/ABBA/Fernando.10.mid,processed/remi_tokens/Fernando.10.npy,ABBA,Fernando.10
clean_midi/lakh_midi_clean/ABBA/Fernando.11.mid,processed/remi_tokens/Fernando.11.npy,ABBA,Fernando.11
clean_midi/lakh_midi_clean/ABBA/Fernando.2.mid,processed/remi_tokens/Fernando.2.npy,ABBA,Fernando.2
clean_midi/lakh_midi_clean/ABBA/Fernando.3.mid,processed/remi_tokens/Fernando.3.npy,ABBA,Fernando.3
clean_midi/lakh_midi_clean/ABBA/Fernando.4.mid,processed/remi_tokens/Fernando.4.npy,ABBA,Fernando.4
clean_midi/lakh_midi_clean/ABBA/Fernando.5.mid,processed/remi_tokens/Fernando.5.npy,ABBA,Fernando.5
clean_midi/lakh_midi_clean/ABBA/Fernando.6.mid,processed/remi_tokens/Fernando.6.npy,ABBA,Fernando.6
clean_midi/lakh_midi_clean/ABBA/Fernando.7.mid,processed/remi_tokens/Fernando.7.npy,ABBA,Fernando.7
clean_midi/lakh_midi_clean/ABBA/Fernando.8.mid,processed/remi_tokens/Fernando.8.npy,ABBA,Fernando.8
clean_midi/lakh_midi_clean/ABBA/Fernando.9.mid,processed/remi_tokens/Fernando.9.npy,ABBA,Fernando.9
clean_midi/lakh_midi_clean/ABBA/Fernando.mid,processed/remi_tokens/Fernando.npy,ABBA,Fernando
clean_midi/lakh_midi_clean/ABBA/Gimme_Gimme_Gimme.1.mid,processed/remi_tokens/Gimme_Gimme_Gimme.1.npy,ABBA,Gimme Gimme Gimme.1
clean_midi/lakh_midi_clean/ABBA/Gimme_Gimme_Gimme.mid,processed/remi_tokens/Gimme_Gimme_Gimme.npy,ABBA,Gimme Gimme Gimme
"clean_midi/lakh_midi_clean/ABBA/Hamlet_III,_Part_2.mid","processed/remi_tokens/Hamlet_III,_Part_2.npy",ABBA,"Hamlet III, Part 2"
clean_midi/lakh_midi_clean/ABBA/Hasta_Manana.mid,processed/remi_tokens/Hasta_Manana.npy,ABBA,Hasta Manana
"clean_midi/lakh_midi_clean/ABBA/Hey,_Hey_Helen.1.mid","processed/remi_tokens/Hey,_Hey_Helen.1.npy",ABBA,"Hey, Hey Helen.1"
"clean_midi/lakh_midi_clean/ABBA/Hey,_Hey_Helen.mid","processed/remi_tokens/Hey,_Hey_Helen.npy",ABBA,"Hey, Hey Helen"
clean_midi/lakh_midi_clean/ABBA/Hole_In_Your_Soul.mid,processed/remi_tokens/Hole_In_Your_Soul.npy,ABBA,Hole In Your Soul
clean_midi/lakh_midi_clean/ABBA/Honey_Honey.1.mid,processed/remi_tokens/Honey_Honey.1.npy,ABBA,Honey Honey.1
clean_midi/lakh_midi_clean/ABBA/Honey_Honey.mid,processed/remi_tokens/Honey_Honey.npy,ABBA,Honey Honey
clean_midi/lakh_midi_clean/ABBA/I_Am_the_City.mid,processed/remi_tokens/I_Am_the_City.npy,ABBA,I Am the City
"clean_midi/lakh_midi_clean/ABBA/I_Do,_I_Do,_I_Do,_I_Do.1.mid","processed/remi_tokens/I_Do,_I_Do,_I_Do,_I_Do.1.npy",ABBA,"I Do, I Do, I Do, I Do.1"
"clean_midi/lakh_midi_clean/ABBA/I_Do,_I_Do,_I_Do,_I_Do.2.mid","processed/remi_tokens/I_Do,_I_Do,_I_Do,_I_Do.2.npy",ABBA,"I Do, I Do, I Do, I Do.2"
"clean_midi/lakh_midi_clean/ABBA/I_Do,_I_Do,_I_Do,_I_Do.mid","processed/remi_tokens/I_Do,_I_Do,_I_Do,_I_Do.npy",ABBA,"I Do, I Do, I Do, I Do"
clean_midi/lakh_midi_clean/ABBA/I_Have_a_Dream.1.mid,processed/remi_tokens/I_Have_a_Dream.1.npy,ABBA,I Have a Dream.1
clean_midi/lakh_midi_clean/ABBA/I_Have_a_Dream.2.mid,processed/remi_tokens/I_Have_a_Dream.2.npy,ABBA,I Have a Dream.2
